Record ID,Date Published,Overall Rating,Passenger Country,Trip_verified,Comment title,Comment,Aircraft,Type Of Traveller,Seat Type,Origin,Destination,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Recommended,Inflight Entertainment,Wifi & Connectivity
821,2018-11-08,1,United Kingdom,Not Verified,"""Never again with Ryanair""","Never again with Ryanair is a promise and a suggestion. It is a low cost flight company but we are not animals and even the animals should not be treated like they did with us. The day when this company will close down will be the best day for everybody. My last flight with them was very bad and unbeliveable. I departed from Naples to Bergamo where I had a stop and then from Bergamo to London Stansted. Unfortunately due to the very bad weather, the pilot has decided to land in Verona instead of Bergamo for safety reasons. My flight from Bergamo to London would be departed in 1 hour They have organized the transfer to Bergamo by buses (almost 2 hours) and when we arrived finally to Bergamo, my flight had already left. I went to the Ryanair's ticket office to ask to get the first flight to London Stansted. There I found the worst service ever seen: no customer service, no support, no understanding, crazy queue, only 2 desks and they called you by numbers. It Was a nightmare after a long day. When finally was my turn and together with passengers with my same issue, we have asked to get the first flight to London because was not our fault to have missed the flight. They replied to us that they would have inserted us in a waiting list and they have asked to charge 100 euros each passenger to get the first flight available that maybe would be departed even the day after. All of that without hotel, even a bottle of water. This is absolutely shameful! I really needed to be in London asap and I have decided to pay the fee and fortunately I got the next flight to London. Of course I am trying to get the refund with our solicitors and I will ask even the apologies from them. PS: The lady that works at the Ryanair point in Naples airport (Monday Morning 29th of October) should be fired and she need a very long training. She doesn't know at all what is and what mean the word ""customer service"". I repeat, never again with Ryanair.",,Couple Leisure,Economy Class,Naples,London,October 2018,1.0,1.0,1.0,1.0,1.0,no,1.0,1.0
822,2018-11-02,1,Romania,Trip Verified,"""nobody does anything""","Flew Palermo to Bucharest. I do not recommend Ryanair to anyone and I strongly suggest to avoid this horrible company. They lost my baggage during a flight, I called daily to the airport, I talked daily to the Ryanair customer service which, obviously, could not help, and in the end I can say that I did everything I could to get it back or to get a refund, but nobody cared at all. The information they give is not clear, the time they put me to wait was between 7 and 21 days and even like this nothing changed. Everybody is sorry, but nobody does anything. Plus, onboard they do not have the food they are supposed to sell. Horrible company!",,Couple Leisure,Economy Class,Palermo,Bucharest,October 2018,2.0,2.0,1.0,1.0,1.0,no,1.0,1.0
823,2018-11-02,8,Portugal,Trip Verified,"""friendly helpful crew""","Flew Faro to Bristol with Ryanair. The usual efficient but basic experience with flights on time and friendly helpful crew. I fly with 'special assistance' and they are always very good in helping me and assisting with luggage. On the outbound flight weather conditions were very poor - as a retired pilot I estimated ground visibility height at about 200' - and I anticipated a diversion to Cardiff, but the Captain made an excellent landing on a wet and windy runway. We later found out that several other flights had indeed been diverted. The return flight had an unusual incident - because the forward toilet was inoperative, the seat belt signs were switched on in calm conditions to clear a way to the rear toilets for the crafty Captain and First Officer in turn!",Boeing 737-800,Couple Leisure,Economy Class,Faro,Bristol,October 2018,3.0,5.0,,5.0,5.0,yes,,
824,2018-10-31,1,Germany,Trip Verified,"""Shameful money grabbing""","Flew Ryanair from Cologne to Bristol. I fly this journey every couple of months and I cannot remember the last time the flight wasn't delayed at least an hour. If it's going to be a later time just make it a later time! Now we have to pay for 'extras' which any decent airline would not charge for, such as carry on luggage or sitting next to loved ones. So they can say the flight is cheap but by the time you've added on the things you need it isn't cheap anymore. Shameful money grabbing. If Ryanair wasn't the only direct flight for this journey I would fly with someone else, even if it cost more.",,Couple Leisure,Economy Class,Cologne,Bristol,May 2018,1.0,3.0,1.0,1.0,1.0,no,,
825,2018-10-30,9,Netherlands,Trip Verified,"""a very relaxed journey""","Athens to Frankfurt. Great job by Ryanair. We chose FR because of departure time and price. The price doubled because of luggage and emergency exit seats, but was still low: 680 euros return voor 4, booked two months in advance and much better than competitors. It turned out to be a very relaxed journey: two very punctual flights, with a friendly crew and very comfortable seating at the emergency exit both ways. Good info from the cockpit and I like the efficient boarding.The down side is the risk of strike. A month before we went, there was a big strike across Europe and it won't be the last. This constant unrest makes you worrying about your flight and that's the only reason why I do not recommend Ryanair.",Boeing 737,Family Leisure,Economy Class,Athens,Frankfurt,October 2018,5.0,4.0,3.0,4.0,4.0,no,,
826,2018-10-30,6,Ireland,Trip Verified,"""not friendly nor proactive""",Luton to Knock. I had not used the airport in several years and was keen to see how convenient it might be for future travel plans. I arrived early and was the first person to check-in for the flight. The check-in agent was unfriendly and did not respond to simple pleasantries. Security at this airport was not pleasant at all and I was stopped and asked to walk through a body scanning machine. Boarding was not at all well organised and one had to stand for almost 20 mins in a holding-pen area divided between priority and non-priority passengers. This was not fair on the elderly and inform. Far too much hand luggage was allowed on board. The cabin crew were not friendly nor proactive and their spoken English was poor. I overheard the lady siting directly in front of me ask for a non-meat croissant. She made this very clear. She paid her money and then had to call the flight attendant back as she was sold a meat filled croissant. The member of staff was very rude to the point of hostility. The captain gave minimal information about the flight. The landing was smooth and disembarkation orderly.,Boeing 737,Solo Leisure,Economy Class,Luton,Knock,October 2018,3.0,1.0,,3.0,3.0,yes,,
827,2018-10-29,7,Czech Republic,Not Verified,"""a great airline""","Frankfurt to Lisbon. Ryanair is a great airline. I have flown with many US airlines (JetBlue, Southwest) and they were great. But Ryanair is just great. This flight was about €15! I went to Lisbon and came back about a few days after. The food was €5 and it was a chicken breast sandwich, and it was actually good. A Pepsi was about €2. We landed. It was a good landing too. And we parked at a gate and not at a stand which was great. Only thing is, no entertainment (I know it's a budget airline.)",Boeing 737-700,Solo Leisure,Economy Class,Frankfurt,Lisbon,October 2018,3.0,5.0,4.0,2.0,5.0,yes,,
828,2018-10-28,1,United States,Not Verified,"""worst airline to fly""","Madrid to Marrakesh. The worst airline to fly on, completely unorganized customer service is horrible. They made me pay 55 euros because I didn’t check in on time for my flight only for our flight to be delayed two extra hours. Definitely never fly with this airline again!",,Couple Leisure,Economy Class,Madrid,Marrakesh,October 2018,1.0,1.0,,1.0,1.0,no,,
829,2018-10-24,9,United States,Not Verified,"""is a great airline""","Frankfurt to Lisbon. Ryanair is a great airline. I have flown with many US airlines (Delta, American) and they were great. But Ryanair is just great. This flight was about 15 euros! I went to Lisbon and came back about a week ago. The food was 5 euros and it was a sandwich, and it was actually good. A Pepsi was about 2 euros. We landed. It was a good landing too. And we parked at a gate and not at a stand which was great. Only concern that happened is I waited about 1 hour and 20 mins to get to the plane. One delay because of rain in France, then the bus didn't start moving after 20 minutes! Then we stood in the bus right by the plane for 10 minutes. It was in the middle of nowhere but I highly recommend it.",Boeing 737-800,Solo Leisure,Economy Class,Frankfurt,Lisbon,October 2018,4.0,4.0,5.0,3.0,5.0,yes,,
830,2018-10-24,7,Ireland,Trip Verified,"""crew friendly and courteous""","Copenhagen to Dublin. Flight was delayed by about an hour but we knew this when we got to the Airport. I had checked in online before my outbound flight from Dublin so there was no hassle. A bit of a delay at Copenhagen Airport on the inbound flight as we were expected to print the luggage tag ourselves. A few staff floating about only to direct us to the kiosks but no help offered. It was another passenger who kindly showed me and I then assisted my colleague. Then the scan did not work when I tried to drop the bagage at the unmanned counter, only later on a staff member came to assist. A long walk to the boarding gate but I liked that as I felt that it was helping me to burn some calories, however this may not be welcomed by everyone (certainly if you can't walk long distances it may be necessary to request assistance). Service on board was slower than usual but cabin crew friendly and courteous. Ryanair has a good sélection of buy on board food and I had the fruitcake which was simply delicious and a lovely tea. On arrival my luggage arrived very promptly (much more efficient than priority and business class with some other airlines). Overall I was happy with Ryanair.",,Business,Economy Class,Copenhagen,Dublin,October 2018,2.0,4.0,4.0,2.0,4.0,yes,,
831,2018-10-23,1,Netherlands,Trip Verified,"""worst airline I have flown with""","Eindhoven to Barcelona Reus. The worst airline I have flown with. It has been the 4th time I am using Ryanair and the 4th time the flight was delayed. Today I had a flight to Barcelona Reus and we were supposed to departure at 08.15, however because of flight delayed the departure is only at 14.10 which doesn’t make any sense. I suggest to better spend a bit more money on more expensive airlines. Rynair just lost another customer.",,Couple Leisure,Economy Class,Eindhoven,Barcelona Reus,October 2018,1.0,1.0,,1.0,1.0,no,,1.0
832,2018-10-19,8,United Kingdom,Not Verified,"""Would consider using again""","Outward flight delayed by 40 minutes due to baggage handling issues at Stansted, return flight pretty much on time. Seats tightly packed in, but just about bearable for the three hour flight both ways. Cabin crew on both flights enthusiastic and helpful. Would consider using again.",Boeing 737-800,Solo Leisure,Economy Class,Stansted,Malta and return,October 2018,3.0,5.0,4.0,2.0,4.0,yes,,
833,2018-10-18,1,Portugal,Trip Verified,"""Never flying Ryanair again""","Never flying Ryanair again, very worse customer care once you have a complaint! I was 9 hours in a queue after the flight where I should have traveled on Sunday, October 14 at 8:05 PM, with the destination to Porto being canceled without any explanation! I was from 20h from Sunday until 6am in the morning waiting for an alternative, which took 2 days, only arranged alternative flight on Tuesday evening, I've been waiting 2 days, lost 2 days of my work and time. There were 3 flights canceled at the same time, there were about 600 people in a queue with only 2 employees, a shame the service, they tried to dodge the hotel that we had right and transport to the same, they ended up giving but only 1 night, I arrived at hotel at 7am and had to check out at 11am, the next night had to be on my own!  Estive 9 horas numa fila após o voo em que deveria ter viajado no domingo 14 de outubro pelas 20h05 com destino ao Porto ter sido cancelado sem qualquer explicação! Estive das 20h de domingo até às 6h da madrugada à espera de uma alternativa, alternativa essa que demorou 2 dias, só arranjaram voo alternativo na terça-feira à noite, estive 2 dias à espera, perdi 2 dias do meu trabalho e tempo. Foram 3 voos cancelados à mesma hora, eram cerca de 600 pessoas numa fila com apenas 2 funcionários, uma vergonha o atendimento, tentaram esquivar-se ao hotel que tínhamos direito e transporte para o mesmo, acabaram por ceder mas só 1 noite, cheguei ao hotel às 7h da manhã e tive que fazer check-out às 11h, na noite seguinte tive que ser por minha conta!",,Business,Economy Class,Stansted,Porto,October 2018,1.0,1.0,,1.0,1.0,no,,
834,2018-10-18,1,Canada,Trip Verified,"""pay to get a boarding pass""","Santorini to Athens. I was told i had to pay an extra €65/person to get a boarding pass on top of the €146 flight tickets already paid per passenger. I did not understand why I was being asked to pay an additional 45% on top of the original flight. I asked to speak with the Ryanair manager at the Santorini check in desk, and explained to her that I do not have mobile data when traveling and could not check-in on-line and that the Ryanair confirmation I received via free Airport WiFi was in Greek. The agent proceeded to shout at me dismissing the fact that I do not have mobile data or that I do not speak Greek as “not her problem”, which I found rude and extremely poor customer service, especially at a manager level. I find this extra boarding pass fee as a predatory practice by Ryanair.",,Couple Leisure,Economy Class,Santorini,Athens,May 2018,1.0,1.0,1.0,1.0,1.0,no,1.0,1.0
835,2018-10-18,1,Germany,Trip Verified,"""charged me to check in at airport""","Budapest to Nuremberg. The worst airline ever, they charged me 60 euros to do check in at airport. If you are more than one person they give you seats at different places to force you to pay 7-15 euro to define your seats.",,Family Leisure,Economy Class,Budapest,Nuremberg,October 2018,1.0,1.0,,1.0,1.0,no,,
836,2018-10-17,1,Germany,Trip Verified,"""et null service either in airport""","Barcelona to Cologne. I have never seen such a horrible airline before. At first you see that, the price of fly is unbelievable cheap. After booking or at the airport, you will be forced to pay around double due to their internal rules. On the other hand, the seats are horrible and you get null service either in airport or by the fly. Farther more, the staffs of the airline at the airport (in Barcelona) were very rude.",,Family Leisure,Economy Class,Barcelona,Cologne,October 2018,1.0,1.0,1.0,1.0,1.0,no,1.0,1.0
837,2018-10-14,3,United Kingdom,Trip Verified,"""discriminatory baggage policy""","Bournemouth to Krakow. Ryanair cabin and ground crew are discriminatory over the baggage policy. On my flights outgoing/incoming I saw non-priority Polish travellers ripping off or covering up yellow tags on ""hold"" baggage whilst insisting that British travellers put their bags in the hold. Cabin crew ignored Polish women travellers who were abusing the weight limit on bags which did not fit under the seat in front and clearly were heavier than 10kg. Why have a policy at all if they are not prepared to enforce it.",,Solo Leisure,Economy Class,Bournemouth,Krakow,October 2018,1.0,1.0,,2.0,3.0,yes,1.0,
838,2018-10-14,2,United Kingdom,Not Verified,"""delayed sat on the plane for 2.55h""","Ancona to Stansted. We got delayed and sat on the plane for 2.55hrs. No refreshments have been offered or any form of compensation. The seats are uncomfortable. They charge you for everything, they’d probably charge you to go to the toilet. Their fees are extortionate and exagerated. Entertainment on the plane? Forget about it. Not even a monitor in the middle of aisle to view the GPS. Be careful on their website, before you actually pay for your ticket, they try to sell you extra things, make sure you select “no thanks” if they are not for you. If you buy 2 tickets at the same time, you dont get seats together, you have to pay extra for that. The only way we’ll be using this company again is if there is absolutely no other flight available, i’d rather pay a little extra for a better service and a more comfortable flight.",,Family Leisure,Economy Class,Ancona,Stansted,August 2018,1.0,4.0,1.0,2.0,2.0,no,1.0,1.0
839,2018-10-13,1,Netherlands,Trip Verified,"""55 euros if you check in at the airport""","Amsterdam to Malaga. Rubbish airline, it's enough that they charge you extra for a piece of luggage. But they charge an extra 55 euros if you check in at the airport (less than 2 hours in advance). Will be flying with airlines that represent the real costs from now on.",,Solo Leisure,Economy Class,Amsterdam,Malaga,October 2018,1.0,1.0,1.0,1.0,1.0,no,1.0,1.0
840,2018-10-12,1,United States,Trip Verified,"""extra fee for check in""","Athens to Santorini. Terrible experience ever with Ryanair. Not only they charged me for every single useless services, they were very rude and obnoxious. It all started at the check in counter. They refused to answer questions directly and they were not professional on handling baggage at all. They almost damaged my luggage right in front of me. Even though I paid for every piece of luggage a head of time, at the counter they charged me 49:00€ for the luggage I checked in. To pay that charge she sent me to another counter pointing to a row of counters, refusing to provide information as why I am going there and Ordered me ""go there!"".  Here this, on that counter which I don't know the name, they said we don't know why she didn't explain and they referred me back to her, but before they sent me away and charged me 68.00€ for not checking in ahead. Again rudely they said; ""DON'T YOU READ YOUR EMAIL?! WE SENT AN EMAIL THAT IF YOU DON'T CHECK IN AHEAD OF TIME WE WILL CHARGE YOU."" It was too close to my departure so I had to run, but at the gate when I checked that reminder, there was no mention of the extra fee for check in.",,Solo Leisure,Economy Class,Athens,Santorini,October 2018,1.0,1.0,,1.0,1.0,no,,
841,2018-10-11,1,New Zealand,Trip Verified,"""I tried to check in online""","I tried checking in to their website days before the flight but it does not give me my boarding pass but it says checked in, when I arrived at the airport I tried to check in online but it won’t let me. They said I can’t check in online now because it’s too late even though the flight is not until 3 hours time, therefore I Paid extra to get the boarding pass and the customer service was useless. Can’t believe how ripoff this airlines are, and how stupid their system is. I wouldn’t recommend this airline to anyone.",,Couple Leisure,Economy Class,Prague,Brussels,October 2018,1.0,1.0,,1.0,1.0,no,,
842,2018-10-09,8,Ireland,Trip Verified,"""old baggage rules applied""","Dublin to Bologna from Dublin. Outward departure on time and in-service v good with nice polite staff. Return very prompt and efficient and another on time departure. Again staff very polite, polished and smiling. Bottle of white wine 6 euro and passable. FR flight times are much more palatable than a 5.45 am departure with EI, its a shame they dont fly over the Winter period. Since it is not Nov 1st the old baggage rules applied but I saw a couple ripping off their yellow tags as they got on the plane and putting them inside the cabin which is not really fair play. All in all a good quality product that got me from A to B.",,Couple Leisure,Economy Class,Dublin,Bologna,October 2018,4.0,5.0,4.0,4.0,5.0,yes,,
843,2018-10-09,9,Greece,Trip Verified,"""Staff friendly and smiling""","Athens to Thessaloniki. Ryanair operations have moved to the satellite terminal of Athens airport, which is a far walk, however it makes boarding a much better experience, as there is more space and it is done by walking to the planes instead of using buses. Flight on time, arrival ahead of schedule, even if it was on of the last flights of the day, about 80% full. Very cheap ticket (15€), although someone needs to be careful, as this airline attempts to add a lot of costs to the client - one needs to keep that in mind when purchasing a fare. Staff was friendly and smiling. Only thing I can fault the airline was that they kept the sign to have the belt on, for the whole duration of this short flight (40'), which was uncomfortable. There was no turbulence or bad weather, so I suspect it was to facilitate the procedures. Otherwise a pretty good basic flight.",Boeing 737-800,Solo Leisure,Economy Class,Athens,Thessaloniki,October 2018,1.0,2.0,,5.0,5.0,yes,,
844,2018-10-08,8,Ireland,Not Verified,"""particularly nice and attentive""","On Monday 17/9/2018 evening flight from Rome to Dublin. While the seats are very cramped and not supportive of good back, neck or leg posture the cabin crew that evening made up for the discomfort, the young staff particularly nice and attentive, one young man especially, Italian I think.",,Family Leisure,Economy Class,Rome,Dublin,September 2018,1.0,5.0,1.0,5.0,3.0,yes,1.0,1.0
845,2018-10-07,1,United Kingdom,Trip Verified,"""horrendous customer service""","Dublin to Gatwick. Absolutely horrendous customer service at the airport. We booked through kiwi.com, and had a connection in Dublin. However the first leg of the flight was late due (of course), and we didnt have nearly enough time to get to our second flight. The security line at Dublin airport was extremely long, so we asked the Ryanair desk for help. The woman behind the counter was incredibly rude, and just looked at me and said run. She would not help us get through security. So we had to beg people in line and sprint to the gate. The only reason we made the flight was because it was also late. It was a terrible panic. The Ryanair staff in Dublin airport were incredibly rude and dismissive.",,Couple Leisure,Economy Class,Dublin,Gatwick,October 2018,2.0,3.0,1.0,1.0,1.0,no,1.0,1.0
846,2018-10-04,5,Japan,Trip Verified,"""an overall okay experience""","Rome to Barcelona. I flew a round trip with Ryanair recently in September 2018. The first trip was not very good, it was Rome to Barcelona taking off at midnight. The flight was delayed 1.5 hours and by the time I got there public transportation was finished and I had to pay for a taxi to my hotel. Also all throughout the flight, the most annoying part were the flight attendants. Nobody else was talking except for them, chatting with each other the entire time about their boyfriends. Very unprofessional. The second time coming back was actually very good. The flight was schedule to depart at 6:30am and it boarded and left and arrived exactly on time. The flight attendants were fine and professional. I guess the key is to choose the first Ryanair flight that leaves first thing in the morning. That way their airplanes are already on the ground and finished their maintenance checks. Their schedules are so packed that if one flight gets delayed during the day, it creates a domino effect that delays every subsequent flight. In conclusion, pretty good value. I had an overall okay experience. Just remember that they will probably be delayed and to make sure that you compensate for this delay for your arrival destination. Make sure you know how to get to your hotel cheaply if it gets super delayed. I would fly again. Oh and don't forget to online check in and print your boarding pass and pay for any check luggage ahead of time.",,Solo Leisure,Economy Class,Rome,Barcelona,September 2018,3.0,2.0,,5.0,5.0,yes,,
847,2018-10-04,3,Ireland,Trip Verified,Ryanair customer review,"Dublin to Stansted. I have an Indian passport and am obliged to get my visa checked at the check in counter. I went to the check in counter and presented my ticket and UK visa. They stamped my ticket after verifying the UK visa, I went to security and the barcode won't work as the stamp was on bar code. I was hoping that she knew where to stamp it, I went to the counter again and they issue me a boarding card. While boarding I was asked to show my visa again and I told them I have already checked in at the counter and the ticked is stamped that the visa have been checked. The boarding personnel threatened that I won't be able to board the fligh . The staff was totally rude.",,Solo Leisure,Economy Class,Dublin,Stansted,October 2018,1.0,2.0,1.0,1.0,3.0,no,,
848,2018-09-28,2,United States,Trip Verified,"""Never fly them""","Paris to Rome. Plane departed 30 minutes late, for the second time in a row. We showed up the day before for our checked tickets 5 minutes late. As of today the people are 40 minutes late boarding. Beauvais is not a Paris airport. The drive time outside of Paris is two hours. It's 130 euro fare. That cost as much as the tickets to Italy. The fares may be cheaper, but the service nor the true cost are. Best of all, I paid for priority seating for my boyfriend, he boarded after me. Never fly them. First and most be honest, the airport you serve for Paris is 80km away.",,Couple Leisure,Economy Class,Paris,Rome,September 2018,2.0,3.0,,3.0,1.0,no,,1.0
849,2018-09-26,10,Portugal,Trip Verified,"""was pleasantly surprised""","Flight was 25 minutes delayed take-off but kept informed by Captain and made up time to land only 5 minutes late on new (February 2018) aircraft with seats comfortable for the 3 hour trip. I had special assistance which worked well (as always at Faro) and on entering mentioned to the cabin assistant that, following illness, it was our first holiday for 2 years and could we have some 'bubbly' to celebrate - immediately the seat belt sign was switched off 2 bottles of Prosecco were handed to us - a nice touch! For the first time ever I decided to try Ryanair food and was pleasantly surprised - the lasagne was tasty, of decent proportion, and at €15 for this plus a bottle of wine, fruit cake and coffee not bad value. The crew were smart and cheerful and helped us with our luggage at both ends. Of all the L.C.C. Ryanair are our favourite - always offering what they say and at the lowest cost. I note most of the complaints are where people have failed to read the regulations before flying!",Boeing 737-800,Couple Leisure,Economy Class,Faro,Dusseldorf,September 2018,3.0,5.0,5.0,5.0,5.0,yes,,
850,2018-09-25,1,United States,Trip Verified,"""Just don't do it""",Seville to Stansted. Never Ryanair. Just don't do it. Delay for more than 3 hours with zero communication to customer.  Ground generator broke down and  no air conditioning on the ground when temperature outside about 90F. Air steward refused to provide drinking water on demand. No meaningful compensation.,,Couple Leisure,Economy Class,Seville,Stansted,September 2018,2.0,2.0,1.0,1.0,1.0,no,1.0,1.0
851,2018-09-22,2,Bulgaria,Not Verified,"""too much to have seats together""","Sofia to Madrid. We have all gotten used to low cost airlines and all that comes with it. We also appreciate the availability of cheaper tickets (not always and not that cheap in a lot of cases!!). However, it is a bit much when corporate greed consistently comes up with ridiculous ideas on how to charge more money. Case in point: seat selection! I am not asking for a seat of my choice - however, we are a family of four (two kids included) - is it too much to ask to have seats together as a family rather than being asked to pay extra for it? Shameful behaviour! Lastly - why on earth don't the seats recline? It's a 3.5 hour or flight and it's not as if they are serving a sumptuous meal that might be affected.",,Family Leisure,Economy Class,Sofia,Madrid,September 2018,1.0,2.0,,3.0,3.0,no,,
852,2018-09-21,2,Japan,Not Verified,"""horrible and expensive""",Athens to Heraklion. The most horrible and expensive low cost airlines I’ve ever flown. Wouldn’t recommend to anyone! They charge for printing ticket and bag almost 120 euro plus 40 euro ticket. Service is horrible as well.,,Solo Leisure,Economy Class,Athens,Heraklion,September 2018,1.0,1.0,,1.0,1.0,no,,
853,2018-09-20,4,United Kingdom,Trip Verified,"""Ryanair has lost it's appeal""","Corfu to Stansted. I feel Ryanair has lost it's appeal over the past year or so. On this recent return trip to Corfu, flights are generally delayed to some extent. Previously we always found Ryanair to be very efficient in terms of keeping to departure times. However, boarding process and splitting people up has caused chaos on board. I can understand the theory behind thir policy, and personally, for an extra couple of € I would reserve seat together. But a lot of people still take pot luck, get seats allocated apart and then try throughout the boarding process, taxi, after take off to persuade others to change seats in order that they can sit together. Middle seats being allocated in premium seating (extra leg room, front seats that others pay €15 for). Their boarding process needs to be more streamlined as well, example, boarding at Corfu for Priority, no signs etc. to indicate where to queue. Got through gate, only to be held outside, busses arrived, but for some reason we were not allowed on them for 10 minutes, then a free for all with non-priority and priority getting on buses together. In reality, if another airline is similar in price I would chose them now over Ryanair as the whole travel process has become more chaotic, which is a shame, as with a few improvements and a bit better organisation not costing any money, it could be a far better experience.",Boeing 737-800,Couple Leisure,Economy Class,Corfu,Stansted,September 2018,1.0,4.0,3.0,1.0,3.0,no,,
854,2018-09-20,1,Cyprus,Trip Verified,"""Complete waste of money""","So, where do I start! It was one of the most idiotic degrading experience of my life! Booked a ticked with boarding priority, plus luggage in the cabin! The priority was only in terms of checking our boarding passes in the airport, nothing more! On the busses from the airport to the aircraft it was mixed, no boarding priority whatsoever! Complete waste of money! In the aircraft, it was, hmmmm ok, first of all it was dirty, in the seats crumbs and spilled coke! The aircraft was smelly and it was the dirtiest thing I have ever seen! When I asked the steward if he could clean it up he told me that I should of take a seat first and then he would come to clean it up. That was the first and last time with Ryanair. P.S with just 14€ more I could of taken a flight with Aegean, with free meal, drinks, seat choice and clean plane/pleasant staff!",,Business,Premium Economy,Thessaloniki,Paphos,September 2018,2.0,1.0,,1.0,1.0,no,,
855,2018-09-18,2,Canada,Trip Verified,"""avoid flying Ryanair in future""",Malaga to Dublin. While I understand that Ryanair is a low cost airline I find their tactics for squeezing extra money out of you distasteful. Everything is extra. For example if you would like to sit with your partner you need to pay for that privilege otherwise you'll be seated randomly. At the airport you will be treated like cattle. We were boarded for our flight and then left standing on a ramp in Malaga airport for 30 minutes while they cleaned the aircraft. The seats are uncomfortable and the service is lacking. The fact that half of their employees are currently striking for better conditions shows how badly they are treated. This translates into employees who really don't care what happens. I will avoid flying Ryanair in future even if it costs me more money.,,Couple Leisure,Economy Class,Malaga,Dublin,September 2018,1.0,2.0,,1.0,2.0,no,,
856,2018-09-17,1,Netherlands,Trip Verified,"""charged to print boarding pass""","Stansted to Eindhoven. Instead of checking in online and not be able to print my own boarding pass I thought to check in at the airport. I was there 1 hour and 55 minutes before flight departure. Instead of just helping me, they charged me 55 pounds (75 euros) to print my boarding pass. This money is not going towards some charity or emission compensation but straight in the pocket of the company. And I know that strictly I wasn't on time and rules are there for a reason, but this fee is really out of proportion!",,Couple Leisure,Economy Class,Stansted,Eindhoven,September 2018,1.0,,,1.0,1.0,no,,
857,2018-09-16,1,Portugal,Trip Verified,"""pay to sit next to each other""","Lisbon to Ponta Delgada. I find it absolutely disgusting of Ryanair to not let sit couples together without extra charge but instead choose random seats apart so that they are forced to pay for having the ""privilege"" to sit next to each other. My wife is afraid of flying, well done Ryanair squeezing out some extra bucks.",,Couple Leisure,Economy Class,Lisbon,Ponta Delgada,September 2018,2.0,2.0,,2.0,2.0,no,1.0,1.0
858,2018-09-13,3,United Kingdom,Not Verified,"""I’m not impressed""","I had a very unpleasant experience  travelling with Ryanair from East Midlands to Warsaw Modlin. I had one small luggage (suitcase) with me. My ticket informed me of the luggage size regulations that my suitscase followed and also ticket said that I’m allowed to take one small luggage into the cabin. The gate lady came up to me and put a yellow band around my suitcase and it then went inside with  the other luggage. After Landing at Modlin airport my suitcase came out with a broken lock and a broken zip, on top of that next the zip stitches holding the suitcase together were broken - it look like somebody was trying to get into the suitcase. I’m not impressed with the service.",Boeing 737-800,Solo Leisure,Economy Class,East Midlands,Warsaw,September 2018,2.0,3.0,,4.0,4.0,no,,
859,2018-09-13,1,Greece,Trip Verified,"""asked to pay 50 Euros""","Booked Frankfurt to Corfuusing the “Flexi Plus” option given I was connecting from overseas with a long haul flight with plenty of luggage. At the time of the purchase, the information page was indicating that the 20Kg baggage was indeed included. When I tried to check in at Frankfurt airport on 11/09/210 I was extremely surprised that I was asked to pay 50 Euros for the 20Kg allowance - the employees were referring to an ambiguous police change - which I cannot locate on your website. What I was able to find is that Ryanair removed the 20Kg allowance from the “Flexi Plus” however they still provide it for the “Plus”. However, at the time of my booking “Flexi Plus” was also eligible for 20Kg.",,Solo Leisure,Economy Class,Frankfurt,Corfu,September 2018,1.0,1.0,1.0,1.0,1.0,no,1.0,1.0
860,2018-09-12,9,Ireland,Trip Verified,"""Very efficient flight""","Stansted to Shannon. Very efficient flight. Despite the late take-off flight arrived on time. Cabin crew was very friendly, cheerful and in good humour which certainly made for a nice ambiance. The buy on board service was good, I had a lovely chocolate and cranberry cake with tea for 5 euros. Overall I was very pleased with this flight but I wish they had the lovely Ryanair cabin crew tie for sale!",,Business,Economy Class,Stansted,Shannon,September 2018,4.0,5.0,4.0,4.0,5.0,yes,,
861,2018-09-11,4,United Kingdom,Trip Verified,"""Cabin uncomfortably hot then cold""","737 is uncomfortable and narrow plane to fly, with Ryanair's legroom a 2hr 20min flight was all I could handle. Cabin uncomfortably hot then cold. Smooth journey, cabin crew pleasant and rude, food and drink prices are absolutely ridiculous compared to other low cost airlines. Always try to avoid whenever possible. For what I've paid the price doesn't reflect for the seat quality and food drink prices. Would recommend only at the lowest price.",Boeing 737-800,Solo Leisure,Economy Class,Budapest,East Midlands,September 2018,1.0,1.0,1.0,3.0,2.0,no,1.0,1.0
862,2018-09-10,1,Germany,Not Verified,"""my last trip with Ryanair""","Athens to Berlin on 7th September. Das ganze Personal war unfreundlich, da fliegt man wirklich ""gerne"" in den Urlaub. Dies ist meine letzte Reise mit Ryanair und ich möchte jeden warnen, der daran denkt mit Ryanair zu fliegen. The whole staff was unfriendly , as you really ""like to fly"" on vacation. This is my last trip with Ryanair and I would like to warn everyone who is thinking of flying with Ryanair.",,Solo Leisure,Economy Class,Athens,Berlin,September 2018,1.0,1.0,,1.0,1.0,no,,
